FirstName,LastName,BirthDate,Gender,EmailAddress,YearlyIncome,EnglishEducation,Phone
Cindy,Sai,1979-03-05,F,cindy6@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0111
Raymond,Sanchez,1974-04-11,M,raymond21@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0160
Crystal,Liang,1979-09-03,F,crystal17@adventure-works.com,40000,Bachelors,1 (11) 500 555-0120
Deb,Torres,1979-08-05,F,deb4@adventure-works.com,40000,Bachelors,1 (11) 500 555-0125
Eddie,Rubio,1972-11-23,M,eddie21@adventure-works.com,20000,Partial College,1 (11) 500 555-0159
Sharon,Luo,1973-03-08,F,sharon12@adventure-works.com,20000,Partial College,1 (11) 500 555-0118
Lucas,Evans,1972-11-10,M,lucas10@adventure-works.com,20000,Partial College,1 (11) 500 555-0153
Ivan,Malhotra,1973-02-18,M,ivan3@adventure-works.com,30000,Bachelors,1 (11) 500 555-0198
Frederick,Subram,1978-12-12,M,frederick12@adventure-works.com,30000,Bachelors,1 (11) 500 555-0111
Whitney,Srini,1978-08-09,F,whitney7@adventure-works.com,30000,Bachelors,1 (11) 500 555-0115
Briana,Dominguez,1972-01-21,F,briana12@adventure-works.com,10000,Partial High School,1 (11) 500 555-0166
Jarrod,Gonzalez,1971-10-17,M,jarrod17@adventure-works.com,20000,High School,1 (11) 500 555-0151
April,Shan,1973-03-01,F,april8@adventure-works.com,40000,Bachelors,1 (11) 500 555-0172
Carla,Perez,1978-09-19,F,carla24@adventure-works.com,40000,Bachelors,1 (11) 500 555-0146
Troy,Malhotra,1977-05-06,M,troy5@adventure-works.com,30000,Bachelors,1 (11) 500 555-0125
Joel,Sai,1971-11-15,M,joel5@adventure-works.com,30000,Bachelors,1 (11) 500 555-0144
Jackson,Campbell,1970-10-19,M,jackson37@adventure-works.com,20000,High School,1 (11) 500 555-0182
Janet,Serrano,1971-04-21,F,janet22@adventure-works.com,30000,Bachelors,1 (11) 500 555-0135
Melvin,Raje,1939-03-12,M,melvin12@adventure-works.com,30000,Bachelors,1 (11) 500 555-0167
Claudia,Ma,1974-04-09,F,claudia14@adventure-works.com,30000,Partial College,1 (11) 500 555-0167
Karla,Xu,1971-03-26,F,karla5@adventure-works.com,30000,Partial College,1 (11) 500 555-0160
Kari,Perez,1976-03-04,F,kari21@adventure-works.com,40000,Bachelors,1 (11) 500 555-0192
Alberto,Romero,1971-06-14,M,alberto10@adventure-works.com,40000,Bachelors,1 (11) 500 555-0133
Kevin,Bryant,1975-10-18,M,kevin20@adventure-works.com,30000,Partial College,1 (11) 500 555-0186
Candace,Mehta,1970-01-11,F,candace14@adventure-works.com,30000,Partial College,1 (11) 500 555-0112
Ebony,Malhotra,1975-05-01,F,ebony4@adventure-works.com,40000,Bachelors,1 (11) 500 555-0113
Darrell,Raji,1984-03-03,M,darrell9@adventure-works.com,20000,High School,1 (11) 500 555-0178
Armando,Moreno,1982-09-22,M,armando6@adventure-works.com,20000,High School,1 (11) 500 555-0165
Sebastian,Howard,1984-12-29,M,sebastian12@adventure-works.com,20000,High School,1 (11) 500 555-0112
Roger,Raje,1969-03-02,M,roger41@adventure-works.com,40000,Bachelors,1 (11) 500 555-0154
Janelle,Chandra,1983-08-06,F,janelle2@adventure-works.com,30000,Partial College,1 (11) 500 555-0161
Meredith,Ruiz,1983-12-30,F,meredith24@adventure-works.com,30000,Partial College,1 (11) 500 555-0113
Melody,Diaz,1983-03-16,F,melody3@adventure-works.com,20000,High School,1 (11) 500 555-0114
Linda,Rubio,1982-10-05,F,linda36@adventure-works.com,30000,Partial College,1 (11) 500 555-0153
Ivan,Raman,1983-02-18,M,ivan8@adventure-works.com,30000,Partial College,1 (11) 500 555-0119
Larry,Gill,1982-10-11,M,larry16@adventure-works.com,30000,Partial College,1 (11) 500 555-0125
Edgar,Sanchez,1982-12-01,M,edgar21@adventure-works.com,30000,Partial College,1 (11) 500 555-0117
Heidi,Subram,1982-05-20,F,heidi15@adventure-works.com,20000,High School,1 (11) 500 555-0183
Cesar,Madan,1981-09-01,M,cesar6@adventure-works.com,20000,High School,1 (11) 500 555-0157
Eugene,Ye,1981-12-24,M,eugene13@adventure-works.com,30000,Partial College,1 (11) 500 555-0128
Keith,Andersen,1985-10-07,M,keith16@adventure-works.com,20000,Partial High School,1 (11) 500 555-0182
Meredith,Prasad,1981-05-02,F,meredith8@adventure-works.com,30000,Partial College,1 (11) 500 555-0162
Sean,Brooks,1964-10-01,M,sean8@adventure-works.com,60000,Graduate Degree,294-555-0111
Brian,Ramirez,1964-10-21,M,brian19@adventure-works.com,60000,Graduate Degree,167-555-0144
Megan,Rodriguez,1978-10-18,F,megan23@adventure-works.com,50000,Graduate Degree,156-555-0144
Zachary,Moore,1978-07-19,M,zachary37@adventure-works.com,50000,Graduate Degree,209-555-0118
Destiny,Rogers,1978-12-12,F,destiny26@adventure-works.com,50000,Graduate Degree,262-555-0170
Antonio,Bennett,1976-08-12,M,antonio1@adventure-works.com,60000,Graduate Degree,380-555-0192
Alexandra,Jenkins,1982-05-02,F,alexandra30@adventure-works.com,60000,Graduate Degree,664-555-0121
Thomas,Anderson,1977-11-23,M,thomas71@adventure-works.com,40000,Bachelors,315-555-0121
Samuel,Collins,1977-12-10,M,samuel33@adventure-works.com,60000,Graduate Degree,385-555-0179
Kimberly,Cox,1978-06-21,F,kimberly14@adventure-works.com,60000,Graduate Degree,383-555-0177
Antonio,Powell,1977-09-09,M,antonio8@adventure-works.com,70000,Graduate Degree,966-555-0128
Chloe,Wilson,1975-10-31,F,chloe40@adventure-works.com,50000,Bachelors,748-555-0137
James,Chen,1976-02-09,M,james41@adventure-works.com,50000,Bachelors,143-555-0119
Morgan,Hughes,1976-06-24,F,morgan81@adventure-works.com,50000,Bachelors,165-555-0182
Naomi,Munoz,1976-01-24,F,naomi7@adventure-works.com,50000,Bachelors,293-555-0147
Randy,Wu,1975-03-22,M,randy8@adventure-works.com,40000,Bachelors,189-555-0124
Kevin,Scott,1980-04-12,M,kevin50@adventure-works.com,60000,Graduate Degree,364-555-0111
Caleb,Hayes,1975-01-23,M,caleb19@adventure-works.com,60000,Graduate Degree,243-555-0128
Samuel,Russell,1982-05-01,M,samuel19@adventure-works.com,60000,Graduate Degree,828-555-0112
Ariana,Sanchez,1977-03-18,F,ariana22@adventure-works.com,60000,Graduate Degree,435-555-0160
Tamara,Sharma,1982-03-28,F,tamara21@adventure-works.com,70000,Graduate Degree,164-555-0166
Katelyn,Perez,1977-03-19,F,katelyn35@adventure-works.com,70000,Graduate Degree,864-555-0116
Megan,Cox,1976-10-31,F,megan39@adventure-works.com,70000,Graduate Degree,466-555-0163
Robert,Mitchell,1985-08-03,M,robert53@adventure-works.com,60000,Graduate Degree,132-555-0112
Miranda,Gonzales,1980-01-19,F,miranda17@adventure-works.com,60000,Graduate Degree,343-555-0197
Seth,Williams,1975-08-25,M,seth2@adventure-works.com,70000,Graduate Degree,878-555-0119
Angel,Baker,1981-12-13,M,angel30@adventure-works.com,80000,Graduate Degree,616-555-0161
Blake,Moore,1972-12-18,M,blake7@adventure-works.com,70000,Bachelors,485-555-0144
Jada,Collins,1984-03-02,F,jada15@adventure-works.com,70000,Bachelors,169-555-0194
Jessica,Brown,1971-11-15,F,jessica51@adventure-works.com,60000,Bachelors,895-555-0138
Chad,Jai,1972-03-20,M,chad13@adventure-works.com,60000,Bachelors,355-555-0162
Morgan,Rogers,1972-02-15,F,morgan49@adventure-works.com,60000,Graduate Degree,405-555-0116
Alan,Hu,1971-08-13,M,alan24@adventure-works.com,80000,Graduate Degree,723-555-0187
Charles,Walker,1980-10-10,M,charles27@adventure-works.com,60000,Graduate Degree,162-555-0110
Johnny,Chavez,1974-07-28,M,johnny16@adventure-works.com,70000,Graduate Degree,895-555-0161
Dalton,Richardson,1974-11-05,M,dalton80@adventure-works.com,70000,Graduate Degree,385-555-0179
Kaitlyn,Hall,1980-03-12,F,kaitlyn46@adventure-works.com,70000,Graduate Degree,209-555-0173
Greg,Taylor,1974-07-05,M,greg10@adventure-works.com,80000,Graduate Degree,959-555-0135
Devin,Parker,1971-03-31,M,devin40@adventure-works.com,40000,Bachelors,897-555-0155
Jose,Griffin,1970-08-07,M,jose15@adventure-works.com,40000,Bachelors,789-555-0114
Cody,Torres,1976-07-09,M,cody5@adventure-works.com,40000,Bachelors,269-555-0120
Victoria,Morris,1976-12-21,F,victoria26@adventure-works.com,80000,Bachelors,178-555-0156
Kaitlyn,Wilson,1974-12-30,F,kaitlyn29@adventure-works.com,40000,Bachelors,968-555-0196
Caleb,Gonzales,1969-12-17,M,caleb14@adventure-works.com,40000,Bachelors,475-555-0114
Jonathon,Ortega,1969-09-21,M,jonathon16@adventure-works.com,50000,Bachelors,733-555-0157
Eduardo,Lee,1975-06-21,M,eduardo21@adventure-works.com,50000,Bachelors,993-555-0176
Chase,Peterson,1968-09-12,M,chase5@adventure-works.com,60000,Bachelors,369-555-0167
Xavier,Richardson,1969-05-24,M,xavier76@adventure-works.com,60000,Bachelors,578-555-0132
Kaylee,Baker,1973-12-22,F,kaylee39@adventure-works.com,60000,Bachelors,609-555-0179
Brooke,Richardson,1979-05-18,F,brooke9@adventure-works.com,60000,Graduate Degree,752-555-0155
Blake,Perez,1968-08-13,M,blake39@adventure-works.com,60000,Bachelors,146-555-0191
Natalie,Cook,1969-06-20,F,natalie5@adventure-works.com,60000,Bachelors,468-555-0193
Elizabeth,Weisman,1974-09-15,F,elizabeth6@adventure-works.com,60000,Bachelors,117-555-0118
Hailey,Collins,1968-08-18,F,hailey45@adventure-works.com,60000,Graduate Degree,394-555-0185
Shelby,Rogers,1968-05-02,F,shelby19@adventure-works.com,70000,Partial College,187-555-0139
Kyle,Zhang,1967-09-17,M,kyle19@adventure-works.com,70000,Partial College,793-555-0118
Chloe,Robinson,1968-03-20,F,chloe28@adventure-works.com,70000,Partial College,570-555-0117
Evan,Kelly,1967-04-20,M,evan2@adventure-works.com,40000,High School,222-555-0139
Sarah,Jones,1972-11-10,F,sarah5@adventure-works.com,60000,Partial College,585-555-0177
Morgan,Morris,1965-09-23,F,morgan48@adventure-works.com,40000,High School,178-555-0115
Julian,Hughes,1965-12-30,M,julian13@adventure-works.com,60000,Partial College,301-555-0114
Luke,Coleman,1973-02-17,M,luke24@adventure-works.com,70000,Partial College,959-555-0119
Jason,Carter,1972-10-12,M,jason39@adventure-works.com,70000,Partial College,234-555-0170
Jose,Li,1973-03-16,M,jose20@adventure-works.com,70000,Partial College,145-555-0188
Micah,Liang,1973-01-13,M,micah4@adventure-works.com,70000,Partial College,843-555-0120
Benjamin,Taylor,1973-01-05,M,benjamin43@adventure-works.com,60000,Graduate Degree,571-555-0135
Logan,White,1965-07-06,M,logan64@adventure-works.com,60000,Partial College,710-555-0132
Emma,Torres,1966-04-01,F,emma40@adventure-works.com,60000,Partial College,192-555-0182
Tanya,Gill,1966-02-16,F,tanya10@adventure-works.com,60000,Partial College,742-555-0111
Erick,Sanchez,1970-02-04,M,erick20@adventure-works.com,60000,Partial College,827-555-0145
Kristi,Schmidt,1970-07-23,F,kristi27@adventure-works.com,60000,Partial College,995-555-0114
Sydney,Gray,1964-07-21,F,sydney16@adventure-works.com,60000,Partial College,637-555-0114
Megan,Martin,1970-02-04,F,megan17@adventure-works.com,60000,Bachelors,612-555-0171
Elijah,Alexander,1970-10-05,M,elijah20@adventure-works.com,60000,Bachelors,100-555-0155
Edward,Lewis,1964-05-01,M,edward43@adventure-works.com,60000,Bachelors,936-555-0189
Chase,Kelly,1974-09-09,M,chase3@adventure-works.com,60000,Bachelors,153-555-0118
Destiny,Davis,1963-08-09,F,destiny5@adventure-works.com,70000,Graduate Degree,251-555-0153
Blake,Hill,1964-01-15,M,blake30@adventure-works.com,70000,Graduate Degree,171-555-0174
Eduardo,Jackson,1980-09-09,M,eduardo10@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0114
Latoya,She,1984-09-17,F,latoya0@adventure-works.com,60000,Bachelors,1 (11) 500 555-0166
Lauren,Bryant,1981-05-03,F,lauren64@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0156
Janet,Ortega,1976-01-05,F,janet27@adventure-works.com,90000,Bachelors,1 (11) 500 555-0182
Linda,Ortega,1974-03-13,F,linda37@adventure-works.com,60000,Bachelors,1 (11) 500 555-0150
Colin,Yuan,1979-12-19,M,colin30@adventure-works.com,70000,Bachelors,1 (11) 500 555-0170
Dawn,Nath,1980-11-18,F,dawn42@adventure-works.com,110000,Graduate Degree,1 (11) 500 555-0193
Melody,Moreno,1973-04-25,F,melody7@adventure-works.com,70000,Bachelors,1 (11) 500 555-0163
Edgar,Mehta,1972-10-16,M,edgar15@adventure-works.com,70000,Bachelors,1 (11) 500 555-0180
Ross,Fernandez,1972-08-10,M,ross15@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0177
Candace,Raman,1972-01-01,F,candace12@adventure-works.com,90000,Bachelors,1 (11) 500 555-0148
Meagan,Madan,1977-05-20,F,meagan8@adventure-works.com,90000,Bachelors,1 (11) 500 555-0112
Isaac,Rivera,1979-04-07,M,isaac16@adventure-works.com,50000,Graduate Degree,750-555-0140
Gavin,Diaz,1979-01-03,M,gavin20@adventure-works.com,50000,Graduate Degree,726-555-0116
Emma,Sanchez,1978-10-10,F,emma25@adventure-works.com,50000,Graduate Degree,365-555-0125
Sierra,Roberts,1978-11-22,F,sierra3@adventure-works.com,50000,Graduate Degree,111-555-0177
Haley,Henderson,1976-09-17,F,haley24@adventure-works.com,60000,Graduate Degree,868-555-0128
Sarah,Jackson,1977-01-15,F,sarah14@adventure-works.com,60000,Graduate Degree,653-555-0150
Carlos,Gray,1976-09-06,M,carlos7@adventure-works.com,60000,Graduate Degree,252-555-0175
Sara,Mitchell,1982-11-13,F,sara37@adventure-works.com,60000,Graduate Degree,537-555-0144
Theodore,Diaz,1983-02-21,M,theodore3@adventure-works.com,40000,Bachelors,690-555-0189
Ian,Murphy,1978-03-13,M,ian82@adventure-works.com,60000,Graduate Degree,754-555-0141
Jerry,Nath,1978-03-05,M,jerry20@adventure-works.com,60000,Graduate Degree,271-555-0115
Destiny,James,1977-08-18,F,destiny43@adventure-works.com,70000,Graduate Degree,913-555-0130
Bailey,Phillips,1981-02-16,F,bailey27@adventure-works.com,50000,Bachelors,474-555-0183
Alexia,Perry,1974-11-24,F,alexia7@adventure-works.com,40000,Bachelors,193-555-0135
Nicole,Thomas,1974-08-15,F,nicole11@adventure-works.com,40000,Bachelors,667-555-0136
Isabel,Jenkins,1985-08-03,F,isabel7@adventure-works.com,40000,Bachelors,774-555-0127
Brendan,Chande,1974-08-12,M,brendan13@adventure-works.com,40000,Bachelors,551-555-0157
Jan,Hernandez,1977-03-11,F,jan15@adventure-works.com,60000,Graduate Degree,845-555-0160
Haley,Turner,1976-10-15,F,haley44@adventure-works.com,60000,Graduate Degree,489-555-0139
James,Parker,1974-10-10,M,james57@adventure-works.com,60000,Graduate Degree,730-555-0125
Antonio,Washington,1978-01-03,M,antonio13@adventure-works.com,40000,Bachelors,373-555-0139
Abigail,Brooks,1978-06-11,F,abigail22@adventure-works.com,40000,Bachelors,367-555-0138
Andrew,Rodriguez,1973-03-21,M,andrew27@adventure-works.com,40000,Bachelors,586-555-0118
Mary,Patterson,1973-05-11,F,mary40@adventure-works.com,40000,Bachelors,956-555-0136
Hannah,Patterson,1981-04-20,F,hannah33@adventure-works.com,70000,Graduate Degree,110-555-0136
Morgan,Miller,1981-11-23,F,morgan29@adventure-works.com,70000,Graduate Degree,339-555-0137
Jose,Lal,1973-04-08,M,jose23@adventure-works.com,70000,Bachelors,152-555-0130
Rohinton,Wadia,1971-12-11,F,rohinton1@adventure-works.com,60000,Graduate Degree,792-555-0137
Morgan,Turner,1977-10-20,F,morgan3@adventure-works.com,70000,Graduate Degree,856-555-0168
Jill,Martin,1977-10-03,F,jill6@adventure-works.com,70000,Graduate Degree,884-555-0127
Aimee,She,1971-11-15,F,aimee17@adventure-works.com,70000,Graduate Degree,137-555-0149
Sara,Baker,1980-09-16,F,sara43@adventure-works.com,60000,Graduate Degree,256-555-0180
Sophia,Campbell,1975-05-02,F,sophia5@adventure-works.com,70000,Graduate Degree,766-555-0146
Zoe,Murphy,1976-04-01,F,zoe13@adventure-works.com,40000,Bachelors,798-555-0157
Oscar,Price,1982-01-16,M,oscar9@adventure-works.com,80000,Bachelors,389-555-0114
Fernando,Flores,1982-04-20,M,fernando55@adventure-works.com,80000,Bachelors,162-555-0175
Garrett,Travers,1970-10-25,M,garrett9@adventure-works.com,80000,Bachelors,879-555-0116
Tyler,Brown,1976-07-21,M,tyler9@adventure-works.com,60000,Graduate Degree,801-555-0121
Julian,Patterson,1976-05-13,M,julian12@adventure-works.com,60000,Graduate Degree,603-555-0169
Sean,Nelson,1969-09-13,M,sean41@adventure-works.com,40000,Bachelors,314-555-0153
Michele,Alvarez,1969-10-06,F,michele39@adventure-works.com,50000,Bachelors,103-555-0162
Joshua,Lewis,1975-02-24,M,joshua23@adventure-works.com,50000,Bachelors,365-555-0198
Faith,Reed,1970-03-13,F,faith36@adventure-works.com,50000,Bachelors,727-555-0162
Grace,Jones,1979-11-15,F,grace2@adventure-works.com,60000,Bachelors,388-555-0168
Christian,Walker,1974-08-09,M,christian44@adventure-works.com,60000,Bachelors,531-555-0113
Seth,Hernandez,1969-02-13,M,seth26@adventure-works.com,60000,Graduate Degree,195-555-0146
Isabella,Young,1974-03-08,F,isabella56@adventure-works.com,60000,Graduate Degree,747-555-0149
Olivia,Peterson,1972-09-11,F,olivia40@adventure-works.com,40000,High School,409-555-0135
Jessica,Wood,1967-04-10,F,jessica26@adventure-works.com,60000,Partial College,130-555-0137
Chloe,Rivera,1966-08-06,F,chloe54@adventure-works.com,60000,Partial College,372-555-0142
Lucas,Scott,1966-12-30,M,lucas46@adventure-works.com,60000,Partial College,764-555-0119
Nathaniel,James,1971-04-21,M,nathaniel0@adventure-works.com,40000,High School,112-555-0116
Jillian,Garcia,1978-07-10,F,jillian15@adventure-works.com,70000,Partial College,386-555-0159
Dalton,Bennett,1978-08-12,M,dalton46@adventure-works.com,70000,Partial College,941-555-0138
Adrian,Bell,1978-03-06,M,adrian15@adventure-works.com,60000,Bachelors,254-555-0175
Jonathan,Brown,1966-01-31,M,jonathan54@adventure-works.com,60000,Partial College,108-555-0111
Madison,White,1966-05-13,F,madison13@adventure-works.com,60000,Partial College,813-555-0171
Christine,Nara,1971-02-04,F,christine12@adventure-works.com,60000,Partial College,792-555-0139
Edgar,Sai,1971-09-30,M,edgar6@adventure-works.com,60000,Partial College,525-555-0117
Melissa,Sanchez,1965-02-16,F,melissa40@adventure-works.com,60000,Partial College,409-555-0153
Richard,Mitchell,1965-01-20,M,richard30@adventure-works.com,60000,Bachelors,142-555-0165
Latoya,Shen,1970-04-22,F,latoya2@adventure-works.com,80000,Graduate Degree,390-555-0186
Katelyn,Parker,1963-07-20,F,katelyn30@adventure-works.com,60000,Bachelors,451-555-0135
Aaron,Ross,1969-12-18,M,aaron3@adventure-works.com,60000,Bachelors,175-555-0139
Whitney,Lopez,1964-05-14,F,whitney15@adventure-works.com,70000,Graduate Degree,307-555-0113
Jamie,Liang,1969-09-13,F,jamie20@adventure-works.com,70000,Graduate Degree,138-555-0111
Orlando,Carlson,1974-08-09,M,orlando18@adventure-works.com,90000,Graduate Degree,1 (11) 500 555-0111
Dustin,Chander,1975-01-18,M,dustin16@adventure-works.com,100000,Graduate Degree,1 (11) 500 555-0196
Orlando,Ashe,1974-05-28,M,orlando5@adventure-works.com,60000,Bachelors,1 (11) 500 555-0184
Brenda,Perez,1976-03-15,F,brenda25@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0181
Byron,Carlson,1981-03-03,M,byron12@adventure-works.com,90000,Bachelors,1 (11) 500 555-0115
Stacy,Alvarez,1973-08-18,F,stacy6@adventure-works.com,60000,Bachelors,1 (11) 500 555-0171
Kate,Raji,1985-10-21,F,kate18@adventure-works.com,110000,Graduate Degree,1 (11) 500 555-0124
Gabriella,Sanders,1972-08-17,F,gabriella1@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0115
Jaclyn,Zheng,1971-12-10,F,jaclyn21@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0117
Rachael,Sai,1971-06-16,F,rachael5@adventure-works.com,60000,Bachelors,1 (11) 500 555-0196
Meagan,Rana,1979-05-05,F,meagan11@adventure-works.com,70000,Bachelors,1 (11) 500 555-0118
Philip,Carlson,1973-09-13,M,philip17@adventure-works.com,70000,Bachelors,1 (11) 500 555-0110
Joe,Rana,1976-09-03,M,joe14@adventure-works.com,70000,Bachelors,1 (11) 500 555-0177
Kaylee,Hill,1969-08-31,F,kaylee35@adventure-works.com,60000,Bachelors,1 (11) 500 555-0131
James,Davis,1985-02-13,M,james80@adventure-works.com,90000,Partial College,483-555-0135
Sarah,Bryant,1985-04-21,F,sarah42@adventure-works.com,60000,Partial College,197-555-0118
Eduardo,Foster,1983-09-15,M,eduardo60@adventure-works.com,40000,Partial College,522-555-0169
Nicole,Murphy,1984-01-21,F,nicole32@adventure-works.com,40000,Partial College,373-555-0118
Elizabeth,Coleman,1984-02-08,F,elizabeth35@adventure-works.com,70000,Partial College,400-555-0120
Mathew,Rubio,1982-09-01,M,mathew17@adventure-works.com,40000,Partial High School,430-555-0126
Justin,Shan,1983-04-13,M,justin27@adventure-works.com,40000,Partial High School,215-555-0113
Jessica,Taylor,1983-05-19,F,jessica56@adventure-works.com,30000,Partial College,144-555-0123
Tyler,Miller,1983-01-09,M,tyler11@adventure-works.com,100000,Bachelors,456-555-0191
Adam,Roberts,1982-05-26,M,adam34@adventure-works.com,60000,Partial College,868-555-0122
Rachael,Rodriguez,1956-04-13,F,rachael18@adventure-works.com,30000,Partial College,1 (11) 500 555-0134
Dennis,Huang,1986-03-11,M,dennis7@adventure-works.com,20000,Partial College,183-555-0120
Brandy,Saunders,1956-07-02,F,brandy6@adventure-works.com,30000,High School,1 (11) 500 555-0143
Jenny,Zheng,1957-04-20,F,jenny21@adventure-works.com,30000,High School,1 (11) 500 555-0162
Tasha,Xu,1956-10-07,F,tasha5@adventure-works.com,30000,High School,1 (11) 500 555-0194
Jordan,Carter,1985-03-09,F,jordan39@adventure-works.com,70000,Partial College,609-555-0117
Lacey,Huang,1958-02-03,F,lacey18@adventure-works.com,40000,Partial College,1 (11) 500 555-0121
Dorothy,Robinson,1960-03-22,M,dorothy3@adventure-works.com,80000,Partial College,423-555-0100
Courtney,Wright,1981-03-03,F,courtney16@adventure-works.com,40000,High School,366-555-0162
Joseph,Garcia,1981-02-13,M,joseph23@adventure-works.com,60000,Partial College,594-555-0120
Gabriel,Green,1980-10-02,M,gabriel45@adventure-works.com,60000,Partial College,149-555-0162
Courtney,Hernandez,1979-02-09,F,courtney14@adventure-works.com,60000,Partial College,424-555-0199
Ana,Griffin,1978-12-31,F,ana19@adventure-works.com,70000,Partial College,377-555-0180
Alexandra,Roberts,1982-05-28,F,alexandra47@adventure-works.com,60000,Partial College,685-555-0149
Antonio,Patterson,1960-12-10,M,antonio10@adventure-works.com,80000,High School,1 (11) 500 555-0197
Sharon,Salavaria,1967-02-13,M,sharon4@adventure-works.com,70000,High School,109-555-0100
Rafael,Black,1967-02-13,M,rafael44@adventure-works.com,70000,High School,1 (11) 500 555-0147
Randy,Xu,1964-01-22,M,randy14@adventure-works.com,130000,Graduate Degree,1 (11) 500 555-0188
Amanda,Adams,1979-03-03,F,amanda58@adventure-works.com,80000,Bachelors,592-555-0166
Katherine,Williams,1979-09-20,F,katherine73@adventure-works.com,60000,Partial College,351-555-0197
Caroline,Barnes,1979-08-03,F,caroline5@adventure-works.com,60000,Partial College,820-555-0119
Randy,Sun,1979-08-07,M,randy15@adventure-works.com,60000,Partial College,156-555-0147
Audrey,Ramos,1970-05-22,F,audrey19@adventure-works.com,120000,Bachelors,1 (11) 500 555-0176
Bonnie,Jai,1964-11-19,F,bonnie17@adventure-works.com,130000,Graduate Degree,1 (11) 500 555-0185
Jackson,Washington,1977-10-18,M,jackson15@adventure-works.com,130000,Graduate Degree,644-555-0115
Christopher,Johnson,1962-11-05,M,christopher25@adventure-works.com,80000,Partial High School,130-555-0198
Kimberly,Richardson,1963-06-17,F,kimberly13@adventure-works.com,60000,High School,116-555-0182
Alex,Campbell,1962-12-04,M,alex35@adventure-works.com,80000,Bachelors,376-555-0156
Melanie,Hughes,1963-05-18,F,melanie27@adventure-works.com,80000,Bachelors,909-555-0153
Kara,Anand,1984-03-20,F,kara20@adventure-works.com,70000,Partial College,1 (11) 500 555-0130
Kelvin,Carson,1965-12-12,M,kelvin11@adventure-works.com,60000,Partial College,1 (11) 500 555-0149
Veronica,Srini,1966-01-30,F,veronica9@adventure-works.com,60000,Partial College,1 (11) 500 555-0173
Donna,Sharma,1966-02-07,F,donna9@adventure-works.com,60000,Partial College,1 (11) 500 555-0118
Johnny,Shan,1965-12-03,M,johnny11@adventure-works.com,60000,Partial College,1 (11) 500 555-0145
