FirstName,LastName,BirthDate,Gender,EmailAddress,YearlyIncome,EnglishEducation,Phone
Micah,Zhu,1970-08-10,M,micah1@adventure-works.com,30000,Bachelors,1 (11) 500 555-0185
Trisha,Huang,1970-05-08,F,trisha0@adventure-works.com,10000,Partial High School,1 (11) 500 555-0128
Clayton,Beck,1981-02-13,M,clayton38@adventure-works.com,20000,High School,1 (11) 500 555-0184
Cindy,Jordan,1972-03-03,F,cindy2@adventure-works.com,40000,Bachelors,1 (11) 500 555-0161
Devin,Carter,1971-05-22,M,devin33@adventure-works.com,40000,Bachelors,1 (11) 500 555-0183
Erika,Diaz,1980-04-12,F,erika2@adventure-works.com,30000,Partial College,1 (11) 500 555-0124
Stacey,Lu,1968-11-12,F,stacey12@adventure-works.com,30000,Partial College,1 (11) 500 555-0157
Corey,Goel,1985-05-03,M,corey16@adventure-works.com,20000,High School,1 (11) 500 555-0111
Geoffrey,Gonzalez,1982-08-06,M,geoffrey16@adventure-works.com,30000,Partial College,1 (11) 500 555-0131
Melody,Ramos,1986-01-30,F,melody17@adventure-works.com,10000,Partial High School,1 (11) 500 555-0182
Clinton,Moreno,1986-05-05,M,clinton3@adventure-works.com,20000,High School,1 (11) 500 555-0152
Blake,Collins,1980-10-20,M,blake47@adventure-works.com,30000,Partial College,1 (11) 500 555-0140
Ernest,Lin,1985-02-23,M,ernest7@adventure-works.com,20000,Partial High School,1 (11) 500 555-0190
Katrina,Sharma,1981-02-13,F,katrina8@adventure-works.com,30000,Partial College,1 (11) 500 555-0115
Dwayne,Navarro,1981-05-20,M,dwayne9@adventure-works.com,40000,Bachelors,1 (11) 500 555-0163
Casey,Nath,1980-09-05,F,casey20@adventure-works.com,40000,Bachelors,1 (11) 500 555-0130
Sierra,Young,1978-10-29,F,sierra15@adventure-works.com,50000,Graduate Degree,410-555-0125
Leah,She,1978-08-19,F,leah19@adventure-works.com,50000,Graduate Degree,787-555-0163
Gabriel,Allen,1979-06-16,M,gabriel53@adventure-works.com,50000,Graduate Degree,787-555-0146
Angela,Perry,1978-12-25,F,angela10@adventure-works.com,50000,Graduate Degree,198-555-0159
Ryan,Smith,1984-03-19,M,ryan39@adventure-works.com,50000,Graduate Degree,394-555-0168
Dalton,Gray,1978-08-27,M,dalton76@adventure-works.com,60000,Graduate Degree,263-555-0144
Mariah,Wood,1977-11-14,F,mariah6@adventure-works.com,40000,Graduate Degree,662-555-0125
Isaiah,Wright,1976-08-07,M,isaiah45@adventure-works.com,40000,High School,525-555-0190
Haley,Powell,1977-06-23,F,haley27@adventure-works.com,60000,Graduate Degree,200-555-0198
Darrell,Chande,1983-08-11,M,darrell4@adventure-works.com,60000,Graduate Degree,455-555-0152
Morgan,Hernandez,1983-08-11,F,morgan15@adventure-works.com,70000,Graduate Degree,379-555-0153
Angelica,Perry,1978-06-22,F,angelica7@adventure-works.com,70000,Graduate Degree,936-555-0157
Charles,Torres,1975-04-06,M,charles52@adventure-works.com,40000,Bachelors,202-555-0114
Gabriella,Turner,1975-04-18,F,gabriella27@adventure-works.com,40000,Bachelors,131-555-0142
Anna,Foster,1980-03-15,F,anna41@adventure-works.com,40000,Bachelors,288-555-0189
Ian,White,1980-01-23,M,ian12@adventure-works.com,60000,Graduate Degree,200-555-0138
Patricia,Garcia,1982-12-13,F,patricia18@adventure-works.com,60000,Graduate Degree,501-555-0174
Sydney,Peterson,1982-06-04,F,sydney15@adventure-works.com,60000,Graduate Degree,848-555-0130
Miguel,Adams,1974-10-20,M,miguel32@adventure-works.com,60000,Graduate Degree,910-555-0185
Jeremiah,James,1981-01-03,M,jeremiah39@adventure-works.com,60000,Graduate Degree,716-555-0117
Ethan,Kumar,1976-01-01,M,ethan24@adventure-works.com,60000,Graduate Degree,214-555-0118
Alyssa,Morgan,1975-08-09,F,alyssa30@adventure-works.com,70000,Graduate Degree,144-555-0113
Janet,Dominguez,1976-06-11,F,janet18@adventure-works.com,70000,Graduate Degree,142-555-0139
Isabella,Simmons,1978-10-17,F,isabella25@adventure-works.com,70000,Bachelors,424-555-0125
Jacqueline,Perry,1973-04-15,F,jacqueline8@adventure-works.com,70000,Bachelors,172-555-0136
Susan,Ye,1977-02-03,F,susan19@adventure-works.com,60000,Bachelors,268-555-0189
Devin,Martinez,1977-01-29,M,devin16@adventure-works.com,70000,Graduate Degree,594-555-0155
Kaylee,Nelson,1975-03-04,F,kaylee31@adventure-works.com,70000,Graduate Degree,139-555-0186
Abigail,Jones,1975-02-04,F,abigail50@adventure-works.com,70000,Graduate Degree,889-555-0151
Luke,Edwards,1976-04-09,M,luke33@adventure-works.com,40000,Bachelors,815-555-0192
Ian,Diaz,1971-03-06,M,ian62@adventure-works.com,80000,Bachelors,136-555-0185
Caroline,Butler,1976-01-10,F,caroline15@adventure-works.com,60000,Graduate Degree,101-555-0110
Hailey,Diaz,1975-09-21,F,hailey42@adventure-works.com,50000,Bachelors,835-555-0168
Logan,Campbell,1969-07-10,M,logan33@adventure-works.com,50000,Bachelors,164-555-0159
Mackenzie,Campbell,1975-04-02,F,mackenzie29@adventure-works.com,50000,Bachelors,786-555-0184
Jackson,Wright,1975-11-22,M,jackson51@adventure-works.com,50000,Bachelors,112-555-0181
David,Hayes,1985-08-16,M,david56@adventure-works.com,60000,Bachelors,872-555-0191
Jenny,Zhou,1974-10-13,F,jenny11@adventure-works.com,60000,Bachelors,763-555-0124
Evan,Hernandez,1973-11-29,M,evan45@adventure-works.com,60000,Bachelors,592-555-0143
Zoe,Ramirez,1967-09-17,F,zoe6@adventure-works.com,40000,High School,712-555-0144
Daniel,Davis,1973-12-04,M,daniel23@adventure-works.com,70000,Bachelors,217-555-0147
Alexandria,Long,1968-04-16,F,alexandria9@adventure-works.com,70000,Partial College,676-555-0172
Marcus,Jones,1972-08-29,M,marcus3@adventure-works.com,60000,Partial College,465-555-0162
Blake,Green,1971-05-05,M,blake32@adventure-works.com,40000,High School,397-555-0128
Jennifer,Alexander,1971-01-18,F,jennifer92@adventure-works.com,40000,High School,623-555-0122
Caleb,Campbell,1971-05-03,M,caleb36@adventure-works.com,60000,Partial College,459-555-0187
Omar,Chen,1970-08-21,M,omar2@adventure-works.com,60000,Partial College,938-555-0117
Sebastian,Sanchez,1970-09-21,M,sebastian16@adventure-works.com,60000,Partial College,404-555-0117
Aaron,King,1964-11-10,M,aaron51@adventure-works.com,70000,Graduate Degree,600-555-0195
Jan,Hall,1964-10-21,F,jan18@adventure-works.com,70000,Graduate Degree,118-555-0131
Tamara,Chander,1965-01-22,F,tamara27@adventure-works.com,80000,Graduate Degree,112-555-0164
Stephanie,Campbell,1964-03-06,F,stephanie54@adventure-works.com,60000,Bachelors,712-555-0117
Allison,Gonzalez,1964-04-11,F,allison31@adventure-works.com,60000,Bachelors,728-555-0144
Seth,Brooks,1964-05-30,M,seth74@adventure-works.com,60000,Bachelors,771-555-0118
Victoria,Gonzales,1976-01-14,F,victoria63@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0176
Felicia,Ortega,1975-09-15,F,felicia20@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0185
Willie,Pal,1973-11-12,M,willie31@adventure-works.com,60000,Bachelors,1 (11) 500 555-0164
Vincent,Cai,1979-05-11,M,vincent21@adventure-works.com,70000,Bachelors,1 (11) 500 555-0116
Randall,Gomez,1984-02-17,M,randall2@adventure-works.com,70000,Bachelors,1 (11) 500 555-0179
Jessie,Ramos,1973-01-13,F,jessie36@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0112
Marc,Torres,1983-04-06,M,marc15@adventure-works.com,80000,Bachelors,1 (11) 500 555-0131
Clayton,Nara,1983-04-03,M,clayton34@adventure-works.com,90000,Bachelors,1 (11) 500 555-0162
Haley,Hernandez,1979-02-14,F,haley53@adventure-works.com,50000,Graduate Degree,120-555-0112
Peter,Nara,1979-02-20,M,peter21@adventure-works.com,50000,Graduate Degree,244-555-0113
Cameron,Moore,1984-01-21,M,cameron48@adventure-works.com,50000,Graduate Degree,293-555-0136
Seth,Mitchell,1978-12-31,M,seth38@adventure-works.com,50000,Graduate Degree,171-555-0140
Miranda,Long,1978-01-21,F,miranda9@adventure-works.com,40000,Graduate Degree,258-555-0111
Jessica,Alexander,1977-05-19,F,jessica43@adventure-works.com,60000,Graduate Degree,617-555-0146
Barbara,Jai,1982-03-13,F,barbara42@adventure-works.com,60000,Graduate Degree,361-555-0177
Jose,Turner,1978-06-18,M,jose42@adventure-works.com,40000,Graduate Degree,189-555-0195
Timothy,Gonzalez,1981-05-17,M,timothy34@adventure-works.com,50000,Bachelors,147-555-0193
Chase,Morgan,1975-10-19,M,chase13@adventure-works.com,60000,Graduate Degree,194-555-0127
Xavier,Rogers,1980-03-16,M,xavier87@adventure-works.com,40000,Bachelors,457-555-0162
Lauren,Ross,1975-05-01,F,lauren51@adventure-works.com,40000,Bachelors,143-555-0123
Devin,Coleman,1980-03-03,M,devin44@adventure-works.com,40000,Bachelors,792-555-0157
Jessie,Wang,1980-09-09,M,jessie7@adventure-works.com,40000,Bachelors,527-555-0124
Jennifer,Baker,1975-05-07,F,jennifer19@adventure-works.com,60000,Graduate Degree,506-555-0157
Aaron,Sharma,1975-03-16,M,aaron30@adventure-works.com,60000,Graduate Degree,500-555-0177
Madison,Taylor,1977-02-05,F,madison9@adventure-works.com,60000,Graduate Degree,635-555-0173
Richard,Green,1976-09-08,M,richard25@adventure-works.com,70000,Graduate Degree,142-555-0146
Jennifer,Stewart,1982-08-06,F,jennifer52@adventure-works.com,70000,Graduate Degree,159-555-0111
Lucas,Baker,1977-03-03,M,lucas48@adventure-works.com,70000,Graduate Degree,787-555-0141
Juan,Gray,1973-07-01,M,juan16@adventure-works.com,60000,Bachelors,995-555-0114
Dalton,Morgan,1976-01-05,M,dalton84@adventure-works.com,60000,Graduate Degree,530-555-0182
Joe,Torres,1981-10-19,M,joe35@adventure-works.com,70000,Graduate Degree,450-555-0115
Daniel,Garcia,1975-10-20,M,daniel8@adventure-works.com,70000,Graduate Degree,125-555-0145
Katelyn,Lopez,1977-08-22,F,katelyn45@adventure-works.com,60000,Graduate Degree,316-555-0185
Austin,Johnson,1971-10-13,M,austin40@adventure-works.com,60000,Graduate Degree,163-555-0134
Jessie,Alonso,1971-08-15,F,jessie6@adventure-works.com,70000,Graduate Degree,579-555-0138
Katherine,Martinez,1980-06-04,F,katherine88@adventure-works.com,70000,Graduate Degree,584-555-0118
Taylor,Garcia,1974-07-15,F,taylor63@adventure-works.com,80000,Graduate Degree,301-555-0163
Christian,Ross,1975-05-24,M,christian18@adventure-works.com,80000,Graduate Degree,123-555-0152
Elijah,Russell,1970-12-17,M,elijah21@adventure-works.com,80000,Bachelors,188-555-0159
Haley,Alexander,1976-08-05,F,haley38@adventure-works.com,80000,Bachelors,951-555-0164
Justin,Rodriguez,1970-08-09,M,justin48@adventure-works.com,80000,Bachelors,211-555-0112
Justin,Wilson,1970-04-03,M,justin38@adventure-works.com,50000,Bachelors,585-555-0152
Christy,Nara,1975-11-08,F,christy34@adventure-works.com,50000,Bachelors,639-555-0189
Natalie,Jones,1930-02-15,F,natalie71@adventure-works.com,30000,High School,119-555-0148
Savannah,Reed,1969-12-13,F,savannah18@adventure-works.com,50000,Bachelors,503-555-0151
Cassidy,Diaz,1970-05-31,F,cassidy23@adventure-works.com,50000,Bachelors,323-555-0140
Brooke,Ramirez,1980-09-16,F,brooke7@adventure-works.com,50000,Bachelors,729-555-0139
Jada,Mitchell,1969-03-07,F,jada23@adventure-works.com,60000,Bachelors,416-555-0196
Kyle,Russell,1969-04-23,M,kyle15@adventure-works.com,60000,Bachelors,473-555-0199
Jason,Mitchell,1973-10-16,M,jason40@adventure-works.com,60000,Graduate Degree,480-555-0139
Jordan,Coleman,1968-06-05,M,jordan2@adventure-works.com,40000,High School,996-555-0179
Blake,Garcia,1968-03-08,M,blake16@adventure-works.com,70000,Partial College,713-555-0128
Nicole,Walker,1967-07-09,F,nicole23@adventure-works.com,70000,Partial College,129-555-0165
Katherine,Carter,1967-10-22,F,katherine58@adventure-works.com,70000,Partial College,572-555-0120
Elizabeth,Thompson,1967-03-06,F,elizabeth19@adventure-works.com,60000,Partial College,465-555-0154
Jessica,Peterson,1973-01-31,F,jessica17@adventure-works.com,70000,Partial College,974-555-0184
Kaitlyn,Adams,1984-05-01,F,kaitlyn13@adventure-works.com,70000,Partial College,512-555-0158
Faith,Patterson,1978-07-17,F,faith9@adventure-works.com,60000,Graduate Degree,148-555-0143
Ryan,Zhang,1972-10-09,M,ryan27@adventure-works.com,60000,Graduate Degree,295-555-0128
Alexis,Diaz,1966-04-06,F,alexis45@adventure-works.com,60000,Partial College,409-555-0139
Patrick,Stewart,1975-09-05,M,patrick27@adventure-works.com,60000,Bachelors,115-555-0181
Hannah,Anderson,1965-02-10,F,hannah9@adventure-works.com,70000,Graduate Degree,819-555-0146
Kurt,Sharma,1970-09-21,M,kurt9@adventure-works.com,80000,Graduate Degree,146-555-0179
Joseph,White,1963-10-03,M,joseph19@adventure-works.com,60000,Bachelors,149-555-0116
Blake,Patterson,1963-11-25,M,blake58@adventure-works.com,60000,Bachelors,473-555-0194
Julio,Ortega,1975-04-07,M,julio23@adventure-works.com,90000,Graduate Degree,1 (11) 500 555-0180
Ann,Gonzalez,1980-04-30,F,ann23@adventure-works.com,100000,Graduate Degree,1 (11) 500 555-0118
Frank,Carlson,1975-05-18,M,frank26@adventure-works.com,100000,Graduate Degree,1 (11) 500 555-0160
Angela,Henderson,1975-12-31,F,angela7@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0118
Drew,Pal,1972-09-14,M,drew13@adventure-works.com,70000,Bachelors,1 (11) 500 555-0151
Kaylee,Cook,1986-05-05,F,kaylee18@adventure-works.com,110000,Graduate Degree,1 (11) 500 555-0188
Isaiah,Ramirez,1974-12-14,M,isaiah6@adventure-works.com,110000,Graduate Degree,1 (11) 500 555-0177
Sarah,Garcia,1973-03-07,F,sarah18@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0145
Rafael,Tang,1972-01-08,M,rafael27@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0157
Nichole,She,1971-08-10,F,nichole0@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0168
Rachael,Kapoor,1972-05-15,F,rachael1@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0149
Rebecca,Robinson,1970-12-09,F,rebecca3@adventure-works.com,60000,Bachelors,648-555-0100
Roy,Sanz,1971-04-21,M,roy40@adventure-works.com,70000,Bachelors,1 (11) 500 555-0156
Warren,Andersen,1969-08-17,M,warren2@adventure-works.com,60000,Bachelors,1 (11) 500 555-0181
Adrienne,Gomez,1975-02-24,F,adrienne1@adventure-works.com,60000,Bachelors,1 (11) 500 555-0149
Gilbert,Zhu,1970-06-22,M,gilbert11@adventure-works.com,60000,Bachelors,1 (11) 500 555-0127
Ian,Long,1985-04-23,M,ian50@adventure-works.com,60000,Partial College,212-555-0171
Ashlee,Jai,1984-05-05,F,ashlee18@adventure-works.com,40000,Partial College,547-555-0176
Isabella,Morris,1984-03-06,F,isabella83@adventure-works.com,60000,Partial College,693-555-0146
Virginia,Gonzalez,1962-08-08,F,virginia21@adventure-works.com,30000,Partial College,1 (11) 500 555-0188
Jaclyn,Nara,1952-10-31,F,jaclyn40@adventure-works.com,20000,High School,1 (11) 500 555-0177
Marcus,Adams,1984-05-12,M,marcus34@adventure-works.com,70000,Partial College,687-555-0170
Hunter,Clark,1982-10-09,M,hunter51@adventure-works.com,30000,Partial College,121-555-0144
Devin,Perez,1982-12-03,M,devin35@adventure-works.com,30000,Partial College,500-555-0169
Seth,Alexander,1983-03-21,M,seth67@adventure-works.com,60000,Partial College,178-555-0186
Kevin,Washington,1982-12-20,M,kevin16@adventure-works.com,60000,Partial College,970-555-0114
George,Gonzalez,1954-12-11,M,george25@adventure-works.com,20000,Partial High School,1 (11) 500 555-0181
Dawn,Huang,1954-08-27,F,dawn7@adventure-works.com,20000,Partial High School,1 (11) 500 555-0154
Julia,Brooks,1986-05-05,F,julia63@adventure-works.com,70000,Partial College,845-555-0143
Alexandria,Sandberg,1985-08-30,F,alexandria27@adventure-works.com,40000,High School,998-555-0194
Dylan,Lal,1978-07-06,M,dylan28@adventure-works.com,70000,Partial College,844-555-0156
Elizabeth,Davis,1978-10-05,F,elizabeth9@adventure-works.com,70000,Partial College,884-555-0119
Anne,Alvarez,1978-12-22,F,anne5@adventure-works.com,70000,Partial College,297-555-0150
Katie,She,1962-04-18,F,katie3@adventure-works.com,70000,High School,1 (11) 500 555-0150
Latasha,Munoz,1962-08-10,F,latasha7@adventure-works.com,80000,High School,1 (11) 500 555-0118
Kelsey,Becker,1964-04-19,F,kelsey19@adventure-works.com,130000,Graduate Degree,1 (11) 500 555-0135
Bailey,Collins,1984-11-12,F,bailey22@adventure-works.com,80000,Bachelors,968-555-0128
Destiny,Garcia,1980-04-02,F,destiny16@adventure-works.com,60000,High School,928-555-0186
Alexandria,Howard,1962-08-03,F,alexandria33@adventure-works.com,60000,High School,935-555-0120
Alexandra,Foster,1962-10-02,F,alexandra37@adventure-works.com,60000,High School,278-555-0183
Cheryl,Ortega,1968-02-24,F,cheryl24@adventure-works.com,70000,Partial College,354-555-0177
Max,Alvarez,1969-01-20,M,max5@adventure-works.com,70000,Bachelors,1 (11) 500 555-0124
Diane,Vazquez,1973-05-26,F,diane19@adventure-works.com,90000,Bachelors,1 (11) 500 555-0128
Kathryn,Chapman,1968-02-17,F,kathryn14@adventure-works.com,70000,Partial College,1 (11) 500 555-0127
Joanna,Vazquez,1968-01-12,F,joanna13@adventure-works.com,70000,Partial College,1 (11) 500 555-0182
Frederick,Martinez,1968-02-07,M,frederick14@adventure-works.com,60000,Bachelors,1 (11) 500 555-0142
Tonya,Chande,1972-06-09,F,tonya14@adventure-works.com,60000,Partial College,1 (11) 500 555-0177
Rosa,Wang,1977-09-12,F,rosa1@adventure-works.com,60000,Partial College,1 (11) 500 555-0178
Leah,Hu,1977-10-18,F,leah16@adventure-works.com,110000,Graduate Degree,1 (11) 500 555-0191
Kristina,Kapoor,1971-04-04,F,kristina1@adventure-works.com,60000,Partial College,1 (11) 500 555-0140
